"","mod17$group","dist"
"1","DNE2017",0.371539575860946
"2","DNE2017",0.29564089042859
"3","DNE2017",0.0279116757853577
"4","DNE2017",0
"5","DNE2017",0.432719582254965
"6","DNE2017",0.251045155700403
"7","DNE2017",0.0769213120748791
"8","DNE2017",0.275745809577059
"9","DNW2017",0.177141095721568
"10","DNW2017",0.321612118637949
"11","DNW2017",0.181757209320387
"12","DNW2017",0.263831928528548
"13","DNW2017",0.251207211193848
"14","DNW2017",0.184513854149588
"15","DNW2017",0.339946389368947
"16","DNW2017",0.415467178229562
"17","DSE2017",0.175947808120179
"18","DSE2017",0.154312402878247
"19","DSE2017",0.115889288270187
"20","DSE2017",0.103861698578402
"21","DSE2017",0.178648543917467
"22","DSE2017",0.0565310491647087
"23","DSE2017",0.146804025096646
"24","DSE2017",0.157671527756867
"25","DSW2017",0
"26","DSW2017",0.0500719646765201
"27","DSW2017",0.146672023503651
"28","DSW2017",0.0473678518349015
"29","DSW2017",0.155069849974064
"30","DSW2017",0.134102985905049
"31","DSW2017",0.499132198527965
"32","DSW2017",0.378796075040711
"33","ENE2017",0.13083764436516
"34","ENE2017",0.155222179562509
"35","ENE2017",0.173230401521818
"36","ENE2017",0.0914793052285006
"37","ENE2017",0.327483384652929
"38","ENE2017",0.154695755945328
"39","ENE2017",0
"40","ENE2017",0.18807199385931
"41","ENW2017",0.0815352025812072
"42","ENW2017",0.147747826295181
"43","ENW2017",0.358425914610862
"44","ENW2017",0.35493757320564
"45","ENW2017",0.0535875138483223
"46","ENW2017",0.158320720730439
"47","ENW2017",0.0543859698972558
"48","ENW2017",0.120268078493396
"49","ESE2017",0.0194557215194557
"50","ESE2017",0.0707633969074357
"51","ESE2017",0.128056650623513
"52","ESE2017",0.248625315316519
"53","ESE2017",0.592563748364616
"54","ESE2017",0.15777251385799
"55","ESE2017",0.161480158585703
"56","ESE2017",0.109285264465451
"57","ESW2017",0.0851300513315872
"58","ESW2017",0.14763633126334
"59","ESW2017",0.507577386836414
"60","ESW2017",0.519608570341687
"61","ESW2017",0.144979532093779
"62","ESW2017",0.182015391536777
"63","ESW2017",0.0967128241272271
"64","ESW2017",0.235354534721724
"65","RME2017",0.104192705103241
"66","RME2017",0.0563509024854794
"67","RME2017",0.0643792030729649
"68","RME2017",0.0295144311247375
"69","RME2017",0.0505861050268478
"70","RME2017",0.0446852760532906
"71","RME2017",0.0123128152147607
"72","RME2017",0.0846712247952133
"73","RNE2017",0.0624318053454732
"74","RNE2017",0.171377797674714
"75","RNE2017",0.0346026902012198
"76","RNE2017",0.114849913457632
"77","RNE2017",0.119048422481056
"78","RNE2017",0.0565697143264572
"79","RNE2017",0.109613482766681
"80","RNE2017",0.0506955083835316
"81","RNW2017",0.0361255000042222
"82","RNW2017",0.467890200084665
"83","RNW2017",0.469847934321941
"84","RNW2017",0.173399619152249
"85","RNW2017",0.138902840170922
"86","RNW2017",0.138674567475904
"87","RNW2017",0.172498583563938
"88","RNW2017",0.314440228313697
"89","RSE2017",0.181747067385318
"90","RSE2017",0.129358928016255
"91","RSE2017",0.205381278367773
"92","RSE2017",0.155809924446054
"93","RSE2017",0.0395122347185037
"94","RSE2017",0.0847018391818239
"95","RSE2017",0
"96","RSE2017",0.13528513710197
