bloop1,TSF,Season,SiteName,toposd15_var_2,FocalSt_TWI15_2
RSESEN20171,UNB,SLG,Thin Loamy,1.979417,0.702652
RSESEN20172,UNB,SLG,Thin Loamy,1.979417,0.702652
RSESEN20173,UNB,SLG,Thin Loamy,1.979417,0.702652
RSESEN20174,UNB,SLG,Thin Loamy,1.979417,0.702652
RSESEN20181,UNB,SLG,Thin Loamy,1.979417,0.702652
RSESEN20182,UNB,SLG,Thin Loamy,1.979417,0.702652
RSESEN20183,UNB,SLG,Thin Loamy,1.979417,0.702652
RSESEN20184,UNB,SLG,Thin Loamy,1.979417,0.702652
RSESEN20191,UNB,SLG,Thin Loamy,1.979417,0.702652
RSESEN20192,UNB,SLG,Thin Loamy,1.979417,0.702652
RSESEN20193,UNB,SLG,Thin Loamy,1.979417,0.702652
RSESEN20194,UNB,SLG,Thin Loamy,1.979417,0.702652
RSESEN20201,UNB,SLG,Thin Loamy,1.979417,0.702652
RSESEN20202,UNB,SLG,Thin Loamy,1.979417,0.702652
RSESEN20203,UNB,SLG,Thin Loamy,1.979417,0.702652
RSESEN20204,UNB,SLG,Thin Loamy,1.979417,0.702652
RSESES20171,UNB,SLG,Thin Loamy,1.643282,0.455703
RSESES20172,UNB,SLG,Thin Loamy,1.643282,0.455703
RSESES20173,UNB,SLG,Thin Loamy,1.643282,0.455703
RSESES20174,UNB,SLG,Thin Loamy,1.643282,0.455703
RSESES20181,UNB,SLG,Thin Loamy,1.643282,0.455703
RSESES20182,UNB,SLG,Thin Loamy,1.643282,0.455703
RSESES20183,UNB,SLG,Thin Loamy,1.643282,0.455703
RSESES20184,UNB,SLG,Thin Loamy,1.643282,0.455703
RSESES20191,UNB,SLG,Thin Loamy,1.643282,0.455703
RSESES20192,UNB,SLG,Thin Loamy,1.643282,0.455703
RSESES20193,UNB,SLG,Thin Loamy,1.643282,0.455703
RSESES20194,UNB,SLG,Thin Loamy,1.643282,0.455703
RSESES20201,UNB,SLG,Thin Loamy,1.643282,0.455703
RSESES20202,UNB,SLG,Thin Loamy,1.643282,0.455703
RSESES20203,UNB,SLG,Thin Loamy,1.643282,0.455703
RSESES20204,UNB,SLG,Thin Loamy,1.643282,0.455703
RSESWE20171,UNB,SLG,Thin Loamy,1.969756,0.697619
RSESWE20172,UNB,SLG,Thin Loamy,1.969756,0.697619
RSESWE20173,UNB,SLG,Thin Loamy,1.969756,0.697619
RSESWE20174,UNB,SLG,Thin Loamy,1.969756,0.697619
RSESWE20181,UNB,SLG,Thin Loamy,1.969756,0.697619
RSESWE20182,UNB,SLG,Thin Loamy,1.969756,0.697619
RSESWE20183,UNB,SLG,Thin Loamy,1.969756,0.697619
RSESWE20184,UNB,SLG,Thin Loamy,1.969756,0.697619
RSESWE20191,UNB,SLG,Thin Loamy,1.969756,0.697619
RSESWE20192,UNB,SLG,Thin Loamy,1.969756,0.697619
RSESWE20193,UNB,SLG,Thin Loamy,1.969756,0.697619
RSESWE20194,UNB,SLG,Thin Loamy,1.969756,0.697619
RSESWE20201,UNB,SLG,Thin Loamy,1.969756,0.697619
RSESWE20202,UNB,SLG,Thin Loamy,1.969756,0.697619
RSESWE20203,UNB,SLG,Thin Loamy,1.969756,0.697619
RSESWE20204,UNB,SLG,Thin Loamy,1.969756,0.697619
RSESWW20171,UNB,SLG,Thin Loamy,4.577345,0.193645
RSESWW20172,UNB,SLG,Thin Loamy,4.577345,0.193645
RSESWW20173,UNB,SLG,Thin Loamy,4.577345,0.193645
RSESWW20174,UNB,SLG,Thin Loamy,4.577345,0.193645
RSESWW20181,UNB,SLG,Thin Loamy,4.577345,0.193645
RSESWW20182,UNB,SLG,Thin Loamy,4.577345,0.193645
RSESWW20183,UNB,SLG,Thin Loamy,4.577345,0.193645
RSESWW20184,UNB,SLG,Thin Loamy,4.577345,0.193645
RSESWW20191,UNB,SLG,Thin Loamy,4.577345,0.193645
RSESWW20192,UNB,SLG,Thin Loamy,4.577345,0.193645
RSESWW20193,UNB,SLG,Thin Loamy,4.577345,0.193645
RSESWW20194,UNB,SLG,Thin Loamy,4.577345,0.193645
RSESWW20201,UNB,SLG,Thin Loamy,4.577345,0.193645
RSESWW20202,UNB,SLG,Thin Loamy,4.577345,0.193645
RSESWW20203,UNB,SLG,Thin Loamy,4.577345,0.193645
RSESWW20204,UNB,SLG,Thin Loamy,4.577345,0.193645
WAG10C20181,UNB,WAG,Thin Loamy,6.315809,0.497769
WAG10C20182,UNB,WAG,Thin Loamy,6.315809,0.497769
WAG10C20183,UNB,WAG,Thin Loamy,6.315809,0.497769
WAG10C20184,UNB,WAG,Thin Loamy,6.315809,0.497769
WAG10C20191,UNB,WAG,Thin Loamy,6.315809,0.497769
WAG10C20192,UNB,WAG,Thin Loamy,6.315809,0.497769
WAG10C20193,UNB,WAG,Thin Loamy,6.315809,0.497769
WAG10C20194,UNB,WAG,Thin Loamy,6.315809,0.497769
WAG10C20201,UNB,WAG,Thin Loamy,6.315809,0.497769
WAG10C20202,UNB,WAG,Thin Loamy,6.315809,0.497769
WAG10C20203,UNB,WAG,Thin Loamy,6.315809,0.497769
WAG10C20204,UNB,WAG,Thin Loamy,6.315809,0.497769
WAG10E20181,UNB,WAG,Thin Loamy,2.300104,1.180866
WAG10E20182,UNB,WAG,Thin Loamy,2.300104,1.180866
WAG10E20183,UNB,WAG,Thin Loamy,2.300104,1.180866
WAG10E20184,UNB,WAG,Thin Loamy,2.300104,1.180866
WAG10E20191,UNB,WAG,Thin Loamy,2.300104,1.180866
WAG10E20193,UNB,WAG,Thin Loamy,2.300104,1.180866
WAG10E20192,UNB,WAG,Thin Loamy,2.300104,1.180866
WAG10E20194,UNB,WAG,Thin Loamy,2.300104,1.180866
WAG10E20201,UNB,WAG,Thin Loamy,2.300104,1.180866
WAG10E20202,UNB,WAG,Thin Loamy,2.300104,1.180866
WAG10E20203,UNB,WAG,Thin Loamy,2.300104,1.180866
WAG10E20204,UNB,WAG,Thin Loamy,2.300104,1.180866
WAG11C20181,UNB,WAG,Thin Loamy,0.612841,0.321145
WAG11C20182,UNB,WAG,Thin Loamy,0.612841,0.321145
WAG11C20183,UNB,WAG,Thin Loamy,0.612841,0.321145
WAG11C20184,UNB,WAG,Thin Loamy,0.612841,0.321145
WAG11C20191,UNB,WAG,Thin Loamy,0.612841,0.321145
WAG11C20192,UNB,WAG,Thin Loamy,0.612841,0.321145
WAG11C20193,UNB,WAG,Thin Loamy,0.612841,0.321145
WAG11C20194,UNB,WAG,Thin Loamy,0.612841,0.321145
WAG11C20201,UNB,WAG,Thin Loamy,0.612841,0.321145
WAG11C20202,UNB,WAG,Thin Loamy,0.612841,0.321145
WAG11C20203,UNB,WAG,Thin Loamy,0.612841,0.321145
WAG11C20204,UNB,WAG,Thin Loamy,0.612841,0.321145
WAG11E20181,UNB,WAG,Thin Loamy,2.498614,1.409414
WAG11E20182,UNB,WAG,Thin Loamy,2.498614,1.409414
WAG11E20183,UNB,WAG,Thin Loamy,2.498614,1.409414
WAG11E20184,UNB,WAG,Thin Loamy,2.498614,1.409414
WAG11E20191,UNB,WAG,Thin Loamy,2.498614,1.409414
WAG11E20192,UNB,WAG,Thin Loamy,2.498614,1.409414
WAG11E20193,UNB,WAG,Thin Loamy,2.498614,1.409414
WAG11E20194,UNB,WAG,Thin Loamy,2.498614,1.409414
WAG11E20201,UNB,WAG,Thin Loamy,2.498614,1.409414
WAG11E20202,UNB,WAG,Thin Loamy,2.498614,1.409414
WAG11E20203,UNB,WAG,Thin Loamy,2.498614,1.409414
WAG11E20204,UNB,WAG,Thin Loamy,2.498614,1.409414
WAG12C20181,UNB,WAG,Thin Loamy,1.761157,0.918332
WAG12C20182,UNB,WAG,Thin Loamy,1.761157,0.918332
WAG12C20183,UNB,WAG,Thin Loamy,1.761157,0.918332
WAG12C20184,UNB,WAG,Thin Loamy,1.761157,0.918332
WAG12C20191,UNB,WAG,Thin Loamy,1.761157,0.918332
WAG12C20192,UNB,WAG,Thin Loamy,1.761157,0.918332
WAG12C20193,UNB,WAG,Thin Loamy,1.761157,0.918332
WAG12C20194,UNB,WAG,Thin Loamy,1.761157,0.918332
WAG12C20201,UNB,WAG,Thin Loamy,1.761157,0.918332
WAG12C20202,UNB,WAG,Thin Loamy,1.761157,0.918332
WAG12C20203,UNB,WAG,Thin Loamy,1.761157,0.918332
WAG12C20204,UNB,WAG,Thin Loamy,1.761157,0.918332
WAG12E20181,UNB,WAG,Thin Loamy,2.693402,0.910323
WAG12E20182,UNB,WAG,Thin Loamy,2.693402,0.910323
WAG12E20183,UNB,WAG,Thin Loamy,2.693402,0.910323
WAG12E20184,UNB,WAG,Thin Loamy,2.693402,0.910323
WAG12E20191,UNB,WAG,Thin Loamy,2.693402,0.910323
WAG12E20192,UNB,WAG,Thin Loamy,2.693402,0.910323
WAG12E20193,UNB,WAG,Thin Loamy,2.693402,0.910323
WAG12E20194,UNB,WAG,Thin Loamy,2.693402,0.910323
WAG12E20201,UNB,WAG,Thin Loamy,2.693402,0.910323
WAG12E20202,UNB,WAG,Thin Loamy,2.693402,0.910323
WAG12E20203,UNB,WAG,Thin Loamy,2.693402,0.910323
WAG12E20204,UNB,WAG,Thin Loamy,2.693402,0.910323
WAG13C20181,UNB,WAG,Thin Loamy,1.489644,0.98918
WAG13C20182,UNB,WAG,Thin Loamy,1.489644,0.98918
WAG13C20183,UNB,WAG,Thin Loamy,1.489644,0.98918
WAG13C20184,UNB,WAG,Thin Loamy,1.489644,0.98918
WAG13C20191,UNB,WAG,Thin Loamy,1.489644,0.98918
WAG13C20192,UNB,WAG,Thin Loamy,1.489644,0.98918
WAG13C20193,UNB,WAG,Thin Loamy,1.489644,0.98918
WAG13C20194,UNB,WAG,Thin Loamy,1.489644,0.98918
WAG13C20201,UNB,WAG,Thin Loamy,1.489644,0.98918
WAG13C20202,UNB,WAG,Thin Loamy,1.489644,0.98918
WAG13C20203,UNB,WAG,Thin Loamy,1.489644,0.98918
WAG13C20204,UNB,WAG,Thin Loamy,1.489644,0.98918
WAG13E20181,UNB,WAG,Thin Loamy,5.165814,0.790977
WAG13E20182,UNB,WAG,Thin Loamy,5.165814,0.790977
WAG13E20183,UNB,WAG,Thin Loamy,5.165814,0.790977
WAG13E20184,UNB,WAG,Thin Loamy,5.165814,0.790977
WAG13E20191,UNB,WAG,Thin Loamy,5.165814,0.790977
WAG13E20192,UNB,WAG,Thin Loamy,5.165814,0.790977
WAG13E20193,UNB,WAG,Thin Loamy,5.165814,0.790977
WAG13E20194,UNB,WAG,Thin Loamy,5.165814,0.790977
WAG13E20201,UNB,WAG,Thin Loamy,5.165814,0.790977
WAG13E20202,UNB,WAG,Thin Loamy,5.165814,0.790977
WAG13E20203,UNB,WAG,Thin Loamy,5.165814,0.790977
WAG13E20204,UNB,WAG,Thin Loamy,5.165814,0.790977
WAG14C20181,UNB,WAG,Loamy,1.714481,1.111072
WAG14C20182,UNB,WAG,Loamy,1.714481,1.111072
WAG14C20183,UNB,WAG,Loamy,1.714481,1.111072
WAG14C20184,UNB,WAG,Loamy,1.714481,1.111072
WAG14C20191,UNB,WAG,Loamy,1.714481,1.111072
WAG14C20192,UNB,WAG,Loamy,1.714481,1.111072
WAG14C20193,UNB,WAG,Loamy,1.714481,1.111072
WAG14C20194,UNB,WAG,Loamy,1.714481,1.111072
WAG14C20201,UNB,WAG,Loamy,1.714481,1.111072
WAG14C20202,UNB,WAG,Loamy,1.714481,1.111072
WAG14C20203,UNB,WAG,Loamy,1.714481,1.111072
WAG14C20204,UNB,WAG,Loamy,1.714481,1.111072
WAG14E20181,UNB,WAG,Loamy,2.255448,0.999194
WAG14E20182,UNB,WAG,Loamy,2.255448,0.999194
WAG14E20183,UNB,WAG,Loamy,2.255448,0.999194
WAG14E20184,UNB,WAG,Loamy,2.255448,0.999194
WAG14E20191,UNB,WAG,Loamy,2.255448,0.999194
WAG14E20192,UNB,WAG,Loamy,2.255448,0.999194
WAG14E20193,UNB,WAG,Loamy,2.255448,0.999194
WAG14E20194,UNB,WAG,Loamy,2.255448,0.999194
WAG14E20201,UNB,WAG,Loamy,2.255448,0.999194
WAG14E20202,UNB,WAG,Loamy,2.255448,0.999194
WAG14E20203,UNB,WAG,Loamy,2.255448,0.999194
WAG14E20204,UNB,WAG,Loamy,2.255448,0.999194
WAG15C20181,UNB,WAG,Loamy,0.652873,1.1448
WAG15C20182,UNB,WAG,Loamy,0.652873,1.1448
WAG15C20183,UNB,WAG,Loamy,0.652873,1.1448
WAG15C20184,UNB,WAG,Loamy,0.652873,1.1448
WAG15C20191,UNB,WAG,Loamy,0.652873,1.1448
WAG15C20192,UNB,WAG,Loamy,0.652873,1.1448
WAG15C20193,UNB,WAG,Loamy,0.652873,1.1448
WAG15C20194,UNB,WAG,Loamy,0.652873,1.1448
WAG15C20201,UNB,WAG,Loamy,0.652873,1.1448
WAG15C20202,UNB,WAG,Loamy,0.652873,1.1448
WAG15C20203,UNB,WAG,Loamy,0.652873,1.1448
WAG15C20204,UNB,WAG,Loamy,0.652873,1.1448
WAG15E20181,UNB,WAG,Loamy,0.303154,1.126028
WAG15E20182,UNB,WAG,Loamy,0.303154,1.126028
WAG15E20183,UNB,WAG,Loamy,0.303154,1.126028
WAG15E20184,UNB,WAG,Loamy,0.303154,1.126028
WAG15E20191,UNB,WAG,Loamy,0.303154,1.126028
WAG15E20192,UNB,WAG,Loamy,0.303154,1.126028
WAG15E20193,UNB,WAG,Loamy,0.303154,1.126028
WAG15E20194,UNB,WAG,Loamy,0.303154,1.126028
WAG15E20201,UNB,WAG,Loamy,0.303154,1.126028
WAG15E20202,UNB,WAG,Loamy,0.303154,1.126028
WAG15E20203,UNB,WAG,Loamy,0.303154,1.126028
WAG15E20204,UNB,WAG,Loamy,0.303154,1.126028
WAG16C20181,UNB,WAG,Thin Loamy,1.026901,0.493976
WAG16C20182,UNB,WAG,Thin Loamy,1.026901,0.493976
WAG16C20183,UNB,WAG,Thin Loamy,1.026901,0.493976
WAG16C20184,UNB,WAG,Thin Loamy,1.026901,0.493976
WAG16C20191,UNB,WAG,Thin Loamy,1.026901,0.493976
WAG16C20192,UNB,WAG,Thin Loamy,1.026901,0.493976
WAG16C20193,UNB,WAG,Thin Loamy,1.026901,0.493976
WAG16C20194,UNB,WAG,Thin Loamy,1.026901,0.493976
WAG16C20201,UNB,WAG,Thin Loamy,1.026901,0.493976
WAG16C20202,UNB,WAG,Thin Loamy,1.026901,0.493976
WAG16C20203,UNB,WAG,Thin Loamy,1.026901,0.493976
WAG16C20204,UNB,WAG,Thin Loamy,1.026901,0.493976
WAG16E20181,UNB,WAG,Thin Loamy,1.155625,0.505831
WAG16E20182,UNB,WAG,Thin Loamy,1.155625,0.505831
WAG16E20183,UNB,WAG,Thin Loamy,1.155625,0.505831
WAG16E20184,UNB,WAG,Thin Loamy,1.155625,0.505831
WAG16E20191,UNB,WAG,Thin Loamy,1.155625,0.505831
WAG16E20192,UNB,WAG,Thin Loamy,1.155625,0.505831
WAG16E20193,UNB,WAG,Thin Loamy,1.155625,0.505831
WAG16E20194,UNB,WAG,Thin Loamy,1.155625,0.505831
WAG16E20201,UNB,WAG,Thin Loamy,1.155625,0.505831
WAG16E20202,UNB,WAG,Thin Loamy,1.155625,0.505831
WAG16E20203,UNB,WAG,Thin Loamy,1.155625,0.505831
WAG16E20204,UNB,WAG,Thin Loamy,1.155625,0.505831
WAG1C20181,UNB,WAG,Loamy,0.188872,1.148172
WAG1C20182,UNB,WAG,Loamy,0.188872,1.148172
WAG1C20183,UNB,WAG,Loamy,0.188872,1.148172
WAG1C20184,UNB,WAG,Loamy,0.188872,1.148172
WAG1C20191,UNB,WAG,Loamy,0.188872,1.148172
WAG1C20192,UNB,WAG,Loamy,0.188872,1.148172
WAG1C20193,UNB,WAG,Loamy,0.188872,1.148172
WAG1C20194,UNB,WAG,Loamy,0.188872,1.148172
WAG1C20201,UNB,WAG,Loamy,0.188872,1.148172
WAG1C20202,UNB,WAG,Loamy,0.188872,1.148172
WAG1C20203,UNB,WAG,Loamy,0.188872,1.148172
WAG1C20204,UNB,WAG,Loamy,0.188872,1.148172
WAG1E20181,UNB,WAG,Thin Loamy,0.189751,1.302465
WAG1E20182,UNB,WAG,Thin Loamy,0.189751,1.302465
WAG1E20183,UNB,WAG,Thin Loamy,0.189751,1.302465
WAG1E20184,UNB,WAG,Thin Loamy,0.189751,1.302465
WAG1E20191,UNB,WAG,Thin Loamy,0.189751,1.302465
WAG1E20192,UNB,WAG,Thin Loamy,0.189751,1.302465
WAG1E20193,UNB,WAG,Thin Loamy,0.189751,1.302465
WAG1E20194,UNB,WAG,Thin Loamy,0.189751,1.302465
WAG1E20201,UNB,WAG,Thin Loamy,0.189751,1.302465
WAG1E20202,UNB,WAG,Thin Loamy,0.189751,1.302465
WAG1E20203,UNB,WAG,Thin Loamy,0.189751,1.302465
WAG1E20204,UNB,WAG,Thin Loamy,0.189751,1.302465
WAG2C20181,UNB,WAG,Loamy,0.870298,1.065367
WAG2C20182,UNB,WAG,Loamy,0.870298,1.065367
WAG2C20183,UNB,WAG,Loamy,0.870298,1.065367
WAG2C20184,UNB,WAG,Loamy,0.870298,1.065367
WAG2C20191,UNB,WAG,Loamy,0.870298,1.065367
WAG2C20192,UNB,WAG,Loamy,0.870298,1.065367
WAG2C20193,UNB,WAG,Loamy,0.870298,1.065367
WAG2C20194,UNB,WAG,Loamy,0.870298,1.065367
WAG2C20201,UNB,WAG,Loamy,0.870298,1.065367
WAG2C20202,UNB,WAG,Loamy,0.870298,1.065367
WAG2C20203,UNB,WAG,Loamy,0.870298,1.065367
WAG2C20204,UNB,WAG,Loamy,0.870298,1.065367
WAG2E20181,UNB,WAG,Thin Loamy,3.895015,0.16986
WAG2E20182,UNB,WAG,Thin Loamy,3.895015,0.16986
WAG2E20183,UNB,WAG,Thin Loamy,3.895015,0.16986
WAG2E20184,UNB,WAG,Thin Loamy,3.895015,0.16986
WAG2E20191,UNB,WAG,Thin Loamy,3.895015,0.16986
WAG2E20192,UNB,WAG,Thin Loamy,3.895015,0.16986
WAG2E20193,UNB,WAG,Thin Loamy,3.895015,0.16986
WAG2E20194,UNB,WAG,Thin Loamy,3.895015,0.16986
WAG2E20201,UNB,WAG,Thin Loamy,3.895015,0.16986
WAG2E20202,UNB,WAG,Thin Loamy,3.895015,0.16986
WAG2E20203,UNB,WAG,Thin Loamy,3.895015,0.16986
WAG2E20204,UNB,WAG,Thin Loamy,3.895015,0.16986
WAG3C20181,UNB,WAG,Loamy,0.488464,1.251405
WAG3C20182,UNB,WAG,Loamy,0.488464,1.251405
WAG3C20183,UNB,WAG,Loamy,0.488464,1.251405
WAG3C20184,UNB,WAG,Loamy,0.488464,1.251405
WAG3C20191,UNB,WAG,Loamy,0.488464,1.251405
WAG3C20192,UNB,WAG,Loamy,0.488464,1.251405
WAG3C20193,UNB,WAG,Loamy,0.488464,1.251405
WAG3C20194,UNB,WAG,Loamy,0.488464,1.251405
WAG3C20201,UNB,WAG,Loamy,0.488464,1.251405
WAG3C20202,UNB,WAG,Loamy,0.488464,1.251405
WAG3C20203,UNB,WAG,Loamy,0.488464,1.251405
WAG3C20204,UNB,WAG,Loamy,0.488464,1.251405
WAG3E20181,UNB,WAG,Loamy,0.428215,1.125848
WAG3E20182,UNB,WAG,Loamy,0.428215,1.125848
WAG3E20183,UNB,WAG,Loamy,0.428215,1.125848
WAG3E20184,UNB,WAG,Loamy,0.428215,1.125848
WAG3E20191,UNB,WAG,Loamy,0.428215,1.125848
WAG3E20192,UNB,WAG,Loamy,0.428215,1.125848
WAG3E20193,UNB,WAG,Loamy,0.428215,1.125848
WAG3E20194,UNB,WAG,Loamy,0.428215,1.125848
WAG3E20201,UNB,WAG,Loamy,0.428215,1.125848
WAG3E20202,UNB,WAG,Loamy,0.428215,1.125848
WAG3E20203,UNB,WAG,Loamy,0.428215,1.125848
WAG3E20204,UNB,WAG,Loamy,0.428215,1.125848
WAG4C20181,UNB,WAG,Thin Loamy,0.908129,0.657946
WAG4C20182,UNB,WAG,Thin Loamy,0.908129,0.657946
WAG4C20183,UNB,WAG,Thin Loamy,0.908129,0.657946
WAG4C20184,UNB,WAG,Thin Loamy,0.908129,0.657946
WAG4C20191,UNB,WAG,Thin Loamy,0.908129,0.657946
WAG4C20192,UNB,WAG,Thin Loamy,0.908129,0.657946
WAG4C20193,UNB,WAG,Thin Loamy,0.908129,0.657946
WAG4C20194,UNB,WAG,Thin Loamy,0.908129,0.657946
WAG4C20201,UNB,WAG,Thin Loamy,0.908129,0.657946
WAG4C20202,UNB,WAG,Thin Loamy,0.908129,0.657946
WAG4C20203,UNB,WAG,Thin Loamy,0.908129,0.657946
WAG4C20204,UNB,WAG,Thin Loamy,0.908129,0.657946
WAG4E20181,UNB,WAG,Loamy,1.030881,1.496904
WAG4E20182,UNB,WAG,Loamy,1.030881,1.496904
WAG4E20183,UNB,WAG,Loamy,1.030881,1.496904
WAG4E20184,UNB,WAG,Loamy,1.030881,1.496904
WAG4E20191,UNB,WAG,Loamy,1.030881,1.496904
WAG4E20192,UNB,WAG,Loamy,1.030881,1.496904
WAG4E20193,UNB,WAG,Loamy,1.030881,1.496904
WAG4E20194,UNB,WAG,Loamy,1.030881,1.496904
WAG4E20201,UNB,WAG,Loamy,1.030881,1.496904
WAG4E20202,UNB,WAG,Loamy,1.030881,1.496904
WAG4E20203,UNB,WAG,Loamy,1.030881,1.496904
WAG4E20204,UNB,WAG,Loamy,1.030881,1.496904
WAG5C20181,UNB,WAG,Loamy,2.102568,0.567286
WAG5C20182,UNB,WAG,Loamy,2.102568,0.567286
WAG5C20183,UNB,WAG,Loamy,2.102568,0.567286
WAG5C20184,UNB,WAG,Loamy,2.102568,0.567286
WAG5C20191,UNB,WAG,Loamy,2.102568,0.567286
WAG5C20192,UNB,WAG,Loamy,2.102568,0.567286
WAG5C20193,UNB,WAG,Loamy,2.102568,0.567286
WAG5C20194,UNB,WAG,Loamy,2.102568,0.567286
WAG5C20201,UNB,WAG,Loamy,2.102568,0.567286
WAG5C20202,UNB,WAG,Loamy,2.102568,0.567286
WAG5C20203,UNB,WAG,Loamy,2.102568,0.567286
WAG5C20204,UNB,WAG,Loamy,2.102568,0.567286
WAG5E20181,UNB,WAG,Thin Loamy,1.960477,0.913549
WAG5E20182,UNB,WAG,Thin Loamy,1.960477,0.913549
WAG5E20183,UNB,WAG,Thin Loamy,1.960477,0.913549
WAG5E20184,UNB,WAG,Thin Loamy,1.960477,0.913549
WAG5E20191,UNB,WAG,Thin Loamy,1.960477,0.913549
WAG5E20192,UNB,WAG,Thin Loamy,1.960477,0.913549
WAG5E20193,UNB,WAG,Thin Loamy,1.960477,0.913549
WAG5E20194,UNB,WAG,Thin Loamy,1.960477,0.913549
WAG5E20201,UNB,WAG,Thin Loamy,1.960477,0.913549
WAG5E20202,UNB,WAG,Thin Loamy,1.960477,0.913549
WAG5E20203,UNB,WAG,Thin Loamy,1.960477,0.913549
WAG5E20204,UNB,WAG,Thin Loamy,1.960477,0.913549
WAG6C20181,UNB,WAG,Thin Loamy,0.348063,0.745583
WAG6C20182,UNB,WAG,Thin Loamy,0.348063,0.745583
WAG6C20183,UNB,WAG,Thin Loamy,0.348063,0.745583
WAG6C20184,UNB,WAG,Thin Loamy,0.348063,0.745583
WAG6C20191,UNB,WAG,Thin Loamy,0.348063,0.745583
WAG6C20192,UNB,WAG,Thin Loamy,0.348063,0.745583
WAG6C20193,UNB,WAG,Thin Loamy,0.348063,0.745583
WAG6C20194,UNB,WAG,Thin Loamy,0.348063,0.745583
WAG6C20201,UNB,WAG,Thin Loamy,0.348063,0.745583
WAG6C20202,UNB,WAG,Thin Loamy,0.348063,0.745583
WAG6C20203,UNB,WAG,Thin Loamy,0.348063,0.745583
WAG6C20204,UNB,WAG,Thin Loamy,0.348063,0.745583
WAG6E20181,UNB,WAG,Very Shallow,1.421489,0.765125
WAG6E20182,UNB,WAG,Very Shallow,1.421489,0.765125
WAG6E20183,UNB,WAG,Very Shallow,1.421489,0.765125
WAG6E20184,UNB,WAG,Very Shallow,1.421489,0.765125
WAG6E20191,UNB,WAG,Very Shallow,1.421489,0.765125
WAG6E20192,UNB,WAG,Very Shallow,1.421489,0.765125
WAG6E20193,UNB,WAG,Very Shallow,1.421489,0.765125
WAG6E20194,UNB,WAG,Very Shallow,1.421489,0.765125
WAG6E20201,UNB,WAG,Very Shallow,1.421489,0.765125
WAG6E20202,UNB,WAG,Very Shallow,1.421489,0.765125
WAG6E20203,UNB,WAG,Very Shallow,1.421489,0.765125
WAG6E20204,UNB,WAG,Very Shallow,1.421489,0.765125
WAG7C20181,UNB,WAG,Loamy,4.224488,0.577841
WAG7C20182,UNB,WAG,Loamy,4.224488,0.577841
WAG7C20183,UNB,WAG,Loamy,4.224488,0.577841
WAG7C20184,UNB,WAG,Loamy,4.224488,0.577841
WAG7C20191,UNB,WAG,Loamy,4.224488,0.577841
WAG7C20192,UNB,WAG,Loamy,4.224488,0.577841
WAG7C20193,UNB,WAG,Loamy,4.224488,0.577841
WAG7C20194,UNB,WAG,Loamy,4.224488,0.577841
WAG7C20201,UNB,WAG,Loamy,4.224488,0.577841
WAG7C20202,UNB,WAG,Loamy,4.224488,0.577841
WAG7C20203,UNB,WAG,Loamy,4.224488,0.577841
WAG7C20204,UNB,WAG,Loamy,4.224488,0.577841
WAG7E20181,UNB,WAG,Very Shallow,2.204702,1.522334
WAG7E20182,UNB,WAG,Very Shallow,2.204702,1.522334
WAG7E20183,UNB,WAG,Very Shallow,2.204702,1.522334
WAG7E20184,UNB,WAG,Very Shallow,2.204702,1.522334
WAG7E20191,UNB,WAG,Very Shallow,2.204702,1.522334
WAG7E20192,UNB,WAG,Very Shallow,2.204702,1.522334
WAG7E20193,UNB,WAG,Very Shallow,2.204702,1.522334
WAG7E20194,UNB,WAG,Very Shallow,2.204702,1.522334
WAG7E20201,UNB,WAG,Very Shallow,2.204702,1.522334
WAG7E20202,UNB,WAG,Very Shallow,2.204702,1.522334
WAG7E20203,UNB,WAG,Very Shallow,2.204702,1.522334
WAG7E20204,UNB,WAG,Very Shallow,2.204702,1.522334
WAG8C20181,UNB,WAG,Thin Loamy,3.234406,1.407288
WAG8C20182,UNB,WAG,Thin Loamy,3.234406,1.407288
WAG8C20183,UNB,WAG,Thin Loamy,3.234406,1.407288
WAG8C20184,UNB,WAG,Thin Loamy,3.234406,1.407288
WAG8C20191,UNB,WAG,Thin Loamy,3.234406,1.407288
WAG8C20192,UNB,WAG,Thin Loamy,3.234406,1.407288
WAG8C20193,UNB,WAG,Thin Loamy,3.234406,1.407288
WAG8C20194,UNB,WAG,Thin Loamy,3.234406,1.407288
WAG8C20201,UNB,WAG,Thin Loamy,3.234406,1.407288
WAG8C20202,UNB,WAG,Thin Loamy,3.234406,1.407288
WAG8C20203,UNB,WAG,Thin Loamy,3.234406,1.407288
WAG8C20204,UNB,WAG,Thin Loamy,3.234406,1.407288
WAG8E20181,UNB,WAG,Loamy,2.83869,1.168618
WAG8E20182,UNB,WAG,Loamy,2.83869,1.168618
WAG8E20183,UNB,WAG,Loamy,2.83869,1.168618
WAG8E20184,UNB,WAG,Loamy,2.83869,1.168618
WAG8E20191,UNB,WAG,Loamy,2.83869,1.168618
WAG8E20192,UNB,WAG,Loamy,2.83869,1.168618
WAG8E20193,UNB,WAG,Loamy,2.83869,1.168618
WAG8E20194,UNB,WAG,Loamy,2.83869,1.168618
WAG8E20201,UNB,WAG,Loamy,2.83869,1.168618
WAG8E20202,UNB,WAG,Loamy,2.83869,1.168618
WAG8E20203,UNB,WAG,Loamy,2.83869,1.168618
WAG8E20204,UNB,WAG,Loamy,2.83869,1.168618
